Timestamp,Flow,Density,Speed,Small,Heavy,truck_prop,CO2,PM2.5,CO,NO,NO2,O3,RH,TEMP,ws,wd,sinWD,cosWD,Month,date_local,time_local,Precipitation,Day of Week,timeinterval,Cardinal WD
4/24/2019 8:00,7604,411.03,18.5,7177,427,6.8,672,1,0.43,4.02,55.35,64.2,26.3,77.2,2.2,160,0.342020143,-0.939692621,April,4/24/2019,8:00,N,Wednesday,08:00 - 10:59,S
4/24/2019 9:00,8425,334.33,25.2,7472,953,13.6,708,1,0.47,9.38,59.45,53.5,26.2,77.5,1.6,168,0.207911691,-0.978147601,April,4/24/2019,9:00,N,Wednesday,08:00 - 10:59,S
4/24/2019 10:00,8569,272.03,31.5,7656,913,12.4,842,1,0.5,5.36,63.55,74.9,27.6,80.1,1.9,182,-0.034899497,-0.999390827,April,4/24/2019,10:00,N,Wednesday,08:00 - 10:59,S
4/24/2019 11:00,8176,222.78,36.7,7225,951,13.3,784,1,0.43,4.02,55.35,68.48,26.3,80.1,2.5,181,-0.017452406,-0.999847695,April,4/24/2019,11:00,N,Wednesday,11:00 - 13:59,S
4/24/2019 12:00,8115,151.97,53.4,7311,804,11,800,1,0.52,2.68,53.3,79.18,26.9,77.5,1.7,189,-0.156434465,-0.987688341,April,4/24/2019,12:00,N,Wednesday,11:00 - 13:59,S
4/24/2019 13:00,7793,125.49,62.1,7016,777,10.9,717,1,0.49,5.36,65.6,68.48,24.9,79.9,2.4,175,0.087155743,-0.996194698,April,4/24/2019,13:00,N,Wednesday,11:00 - 13:59,S
4/24/2019 14:00,8315,131.77,63.1,7606,709,9.5,722,1,0.51,1.34,69.7,66.34,25.1,80.1,2.7,196,-0.275637356,-0.961261696,April,4/24/2019,14:00,N,Wednesday,14:00- 16:59,S
4/24/2019 15:00,8603,159.02,54.1,8013,590,7.8,728,1,0.51,1.34,61.5,74.9,25.5,79.5,3.2,200,-0.342020143,-0.939692621,April,4/24/2019,15:00,N,Wednesday,14:00- 16:59,S
4/24/2019 16:00,8538,184.01,46.4,8137,401,5.4,704,1,0.54,6.7,61.5,72.76,25.4,79.9,2.8,199,-0.325568154,-0.945518576,April,4/24/2019,16:00,N,Wednesday,14:00- 16:59,S
4/24/2019 17:00,8650,262.92,32.9,8019,631,8.6,620,1,0.48,2.68,59.45,74.9,25.6,79.7,2.3,198,-0.309016994,-0.951056516,April,4/24/2019,17:00,N,Wednesday,17:00 - 19:59,S
4/24/2019 18:00,8096,128.3,63.1,7480,616,8.5,623,1,0.48,4.02,53.3,72.76,25.4,80.1,0.9,214,-0.559192903,-0.829037573,April,4/24/2019,18:00,N,Wednesday,17:00 - 19:59,SW
4/24/2019 19:00,6098,86.87,70.2,5576,522,9.4,627,1,0.47,5.36,57.4,74.9,25.8,79.5,0.9,184,-0.069756474,-0.99756405,April,4/24/2019,19:00,N,Wednesday,17:00 - 19:59,S
4/25/2019 12:00,7961,358.6,22.2,7235,726,11,623,1,0.28,9.38,65.6,89.88,26.6,78.3,1.8,191,-0.190808995,-0.981627183,April,4/25/2019,12:00,N,Thursday,11:00 - 13:59,S
4/25/2019 13:00,7879,159.17,49.5,7156,723,10.5,545,2,0.3,2.68,65.6,94.16,26.4,78.4,2.8,191,-0.190808995,-0.981627183,April,4/25/2019,13:00,N,Thursday,11:00 - 13:59,S
4/25/2019 14:00,7905,287.45,27.5,7378,527,7.9,680,2,0.39,9.38,57.4,94.16,27.3,78.4,3.3,197,-0.292371705,-0.956304756,April,4/25/2019,14:00,N,Thursday,14:00- 16:59,S
4/25/2019 15:00,8000,370.37,21.6,7703,297,4.5,664,1,0.45,6.7,67.65,85.6,27.2,78.1,3.1,201,-0.35836795,-0.933580426,April,4/25/2019,15:00,N,Thursday,14:00- 16:59,S
4/25/2019 16:00,7889,248.86,31.7,7587,302,4.5,884,1,0.63,5.36,65.6,87.74,26.6,78.6,2.4,206,-0.438371147,-0.898794046,April,4/25/2019,16:00,N,Thursday,14:00- 16:59,SW
4/25/2019 17:00,8635,275,31.4,8111,524,7.2,881,1,0.71,1.34,55.35,94.16,26.7,78.6,2.2,227,-0.731353702,-0.68199836,April,4/25/2019,17:00,N,Thursday,17:00 - 19:59,SW
4/25/2019 18:00,8545,252.81,33.8,8080,465,6.3,904,1,0.74,2.68,65.6,83.46,26.9,78.8,1.4,217,-0.601815023,-0.79863551,April,4/25/2019,18:00,N,Thursday,17:00 - 19:59,SW
4/25/2019 19:00,6333,93.96,67.4,5855,478,8.2,898,1,0.76,1.34,63.55,81.32,26.8,78.3,0.9,214,-0.559192903,-0.829037573,April,4/25/2019,19:00,N,Thursday,17:00 - 19:59,SW
4/26/2019 5:00,6983,98.21,71.1,6426,557,9.2,598,2,0.59,5.36,57.4,83.46,25.6,76.3,0.7,159,0.35836795,-0.933580426,April,4/26/2019,5:00,N,Friday,05:00 - 07:59,S
4/26/2019 6:00,9157,148.89,61.5,8646,511,6.4,597,1,0.59,5.36,67.65,81.32,25.4,76.5,1,227,-0.731353702,-0.68199836,April,4/26/2019,6:00,N,Friday,05:00 - 07:59,SW
4/26/2019 7:00,9387,262.94,35.7,8728,659,8.3,612,2,0.58,5.36,61.5,83.46,25.3,76.5,1.1,196,-0.275637356,-0.961261696,April,4/26/2019,7:00,N,Friday,05:00 - 07:59,S
4/26/2019 8:00,9007,313.83,28.7,8163,844,11.1,616,1,0.57,4.02,61.5,85.6,25.4,76.5,1.1,168,0.207911691,-0.978147601,April,4/26/2019,8:00,N,Friday,08:00 - 10:59,S
4/26/2019 9:00,8803,297.4,29.6,7998,805,10.8,628,1,0.56,6.7,63.55,79.18,25.4,76.5,1.6,160,0.342020143,-0.939692621,April,4/26/2019,9:00,N,Friday,08:00 - 10:59,S
4/26/2019 10:00,8348,322.32,25.9,7550,798,11.5,639,1,0.57,8.04,55.35,85.6,25.4,76.6,1.8,185,-0.087155743,-0.996194698,April,4/26/2019,10:00,N,Friday,08:00 - 10:59,S
4/26/2019 11:00,7926,368.65,21.5,7138,788,12.1,644,1,0.57,6.7,59.45,66.34,25.4,76.6,2.9,188,-0.139173101,-0.990268069,April,4/26/2019,11:00,N,Friday,11:00 - 13:59,S
4/26/2019 12:00,7605,384.09,19.8,7140,465,7.5,662,1,0.58,5.36,59.45,85.6,25.3,77,2.4,190,-0.173648178,-0.984807753,April,4/26/2019,12:00,N,Friday,11:00 - 13:59,S
4/26/2019 13:00,6937,227.44,30.5,6290,647,11.3,684,1,0.58,6.7,65.6,83.46,25.3,77,3,203,-0.390731128,-0.920504853,April,4/26/2019,13:00,N,Friday,11:00 - 13:59,SW
4/26/2019 14:00,7575,352.33,21.5,7237,338,5.4,710,1,0.59,6.7,61.5,83.46,25.3,77.2,3,200,-0.342020143,-0.939692621,April,4/26/2019,14:00,N,Friday,14:00- 16:59,S
4/26/2019 15:00,7210,381.48,18.9,6974,236,4,722,1,0.58,8.04,59.45,77.04,25.3,77,3.1,193,-0.224951054,-0.974370065,April,4/26/2019,15:00,N,Friday,14:00- 16:59,S
4/26/2019 16:00,7298,396.63,18.4,7020,278,4.6,735,1,0.6,8.04,61.5,74.9,25.2,77,2.3,220,-0.64278761,-0.766044443,April,4/26/2019,16:00,N,Friday,14:00- 16:59,SW
4/26/2019 17:00,7881,377.08,20.9,7615,266,4.1,712,1,0.6,9.38,67.65,81.32,25.3,77.7,2.1,224,-0.69465837,-0.7193398,April,4/26/2019,17:00,N,Friday,17:00 - 19:59,SW
4/26/2019 18:00,8878,188.49,47.1,8381,497,6.6,719,1,0.61,4.02,57.4,81.32,25.1,77.9,1.9,221,-0.656059029,-0.75470958,April,4/26/2019,18:00,N,Friday,17:00 - 19:59,SW
4/26/2019 19:00,7187,104.92,68.5,6732,455,7.1,739,1,0.63,8.04,63.55,77.04,25,78.1,1.4,216,-0.587785252,-0.809016994,April,4/26/2019,19:00,N,Friday,17:00 - 19:59,SW
4/29/2019 5:00,7166,102.66,69.8,6752,414,6.7,600,1,1.05,1.34,69.7,70.62,22.8,80.4,0.5,194,-0.241921896,-0.970295726,April,4/29/2019,5:00,N,Monday,05:00 - 07:59,S
4/29/2019 6:00,10062,185.99,54.1,9431,631,7.2,612,2,1.08,2.68,63.55,74.9,21.7,81.9,1.2,216,-0.587785252,-0.809016994,April,4/29/2019,6:00,N,Monday,05:00 - 07:59,SW
4/29/2019 7:00,9246,313.42,29.5,8572,674,8.7,614,1,1.08,1.34,61.5,70.62,21.8,81.7,1.2,136,0.69465837,-0.7193398,April,4/29/2019,7:00,N,Monday,05:00 - 07:59,SE
4/29/2019 8:00,8179,360.31,22.7,7613,566,8.3,628,1,1.09,6.7,67.65,74.9,22.2,80.8,0.7,134,0.7193398,-0.69465837,April,4/29/2019,8:00,N,Monday,08:00 - 10:59,SE
4/29/2019 9:00,8280,345,24,7545,735,10.6,629,1,1.11,1.34,67.65,70.62,23.4,79.2,1.7,181,-0.017452406,-0.999847695,April,4/29/2019,9:00,N,Monday,08:00 - 10:59,S
4/29/2019 10:00,8349,261.72,31.9,7668,681,9.5,644,2,1.12,9.38,61.5,70.62,22.2,81,2.8,182,-0.034899497,-0.999390827,April,4/29/2019,10:00,N,Monday,08:00 - 10:59,S
4/29/2019 11:00,8164,193,42.3,7372,792,11.1,644,1,1.15,5.36,69.7,70.62,22.3,80.8,2.8,188,-0.139173101,-0.990268069,April,4/29/2019,11:00,N,Monday,11:00 - 13:59,S
4/29/2019 12:00,8123,227.54,35.7,7263,860,12.1,660,1,1.17,6.7,65.6,70.62,22.3,80.8,1.3,152,0.469471563,-0.882947593,April,4/29/2019,12:00,N,Monday,11:00 - 13:59,SE
4/29/2019 13:00,7917,127.49,62.1,7066,851,12,660,1,1.2,2.68,65.6,74.9,22.4,80.6,1.6,218,-0.615661475,-0.788010754,April,4/29/2019,13:00,N,Monday,11:00 - 13:59,SW
4/29/2019 14:00,7842,122.34,64.1,7253,589,8.3,672,1,1.22,4.02,65.6,81.32,22.6,80.4,2.2,236,-0.829037573,-0.559192903,April,4/29/2019,14:00,N,Monday,14:00- 16:59,SW
4/29/2019 15:00,7911,173.49,45.6,7314,597,8.8,678,2,1.25,4.02,63.55,72.76,23.3,79.2,1.3,227,-0.731353702,-0.68199836,April,4/29/2019,15:00,N,Monday,14:00- 16:59,SW
4/29/2019 16:00,7220,348.79,20.7,6842,378,6.3,692,1,1.3,9.38,63.55,81.32,22.5,80.6,0.3,215,-0.573576436,-0.819152044,April,4/29/2019,16:00,N,Monday,14:00- 16:59,SW
4/29/2019 17:00,7688,331.38,23.2,7226,462,7.2,720,1,1.33,2.68,65.6,68.48,23.2,79.5,0.5,213,-0.544639035,-0.838670568,April,4/29/2019,17:00,N,Monday,17:00 - 19:59,SW
4/29/2019 18:00,7364,112.6,65.4,6895,469,7.1,724,1,1.4,6.7,61.5,74.9,22.6,80.6,1,205,-0.422618262,-0.906307787,April,4/29/2019,18:00,N,Monday,17:00 - 19:59,SW
4/29/2019 19:00,5709,85.21,67,5123,586,11.1,764,1,1.47,1.34,67.65,79.18,23.3,79.7,1.6,227,-0.731353702,-0.68199836,April,4/29/2019,19:00,N,Monday,17:00 - 19:59,SW
4/30/2019 5:00,7204,95.8,75.2,6730,474,7.6,679,1,3.32,0,63.55,72.76,22.2,80.4,0.9,228,-0.743144825,-0.669130606,April,4/30/2019,5:00,N,Tuesday,05:00 - 07:59,SW
4/30/2019 6:00,9699,155.18,62.5,9152,547,6.4,618,1,3.75,0,55.35,70.62,21.9,80.4,0.5,263,-0.992546152,-0.121869343,April,4/30/2019,6:00,N,Tuesday,05:00 - 07:59,W
4/30/2019 11:00,7627,125.03,61,6827,800,11.5,660,2,2.58,0,63.55,74.9,21.2,79.9,2.4,195,-0.258819045,-0.965925826,April,4/30/2019,11:00,N,Tuesday,11:00 - 13:59,S
4/30/2019 12:00,7628,121.46,62.8,6804,824,11.8,604,1,0.35,1.34,59.45,74.9,19.9,80.6,3,210,-0.5,-0.866025404,April,4/30/2019,12:00,N,Tuesday,11:00 - 13:59,SW
4/30/2019 13:00,7563,119.67,63.2,6822,741,10.7,641,1,0.41,1.34,55.35,83.46,19.6,80.6,2.8,186,-0.104528463,-0.994521895,April,4/30/2019,13:00,N,Tuesday,11:00 - 13:59,S
4/30/2019 14:00,8088,128.59,62.9,7317,771,10.5,689,1,0.42,1.34,59.45,62.06,20.5,80.1,3,195,-0.258819045,-0.965925826,April,4/30/2019,14:00,N,Tuesday,14:00- 16:59,S
4/30/2019 16:00,8674,148.78,58.3,8121,553,7.2,699,1,0.42,8.04,55.35,79.18,20.6,81,2.4,210,-0.5,-0.866025404,April,4/30/2019,16:00,N,Tuesday,14:00- 16:59,SW
4/30/2019 17:00,8815,138.82,63.5,8293,522,6.7,707,2,0.45,2.68,55.35,70.62,21,81.3,1.7,236,-0.829037573,-0.559192903,April,4/30/2019,17:00,N,Tuesday,17:00 - 19:59,SW
4/30/2019 18:00,7847,116.08,67.6,7250,597,8.4,696,1,0.42,2.68,63.55,66.34,21.7,80.6,1.5,227,-0.731353702,-0.68199836,April,4/30/2019,18:00,N,Tuesday,17:00 - 19:59,SW
4/30/2019 19:00,5906,84.37,70,5425,481,8.8,735,1,0.42,1.34,57.4,64.2,22,80.2,1.9,229,-0.75470958,-0.656059029,April,4/30/2019,19:00,N,Tuesday,17:00 - 19:59,SW
5/1/2019 5:00,7427,98.11,75.7,6892,535,8.2,860,3,0.52,5.36,71.75,87.74,21.3,80.1,1.3,291,-0.933580426,0.35836795,May,5/1/2019,5:00,N,Wednesday,05:00 - 07:59,W
5/1/2019 6:00,10243,175.69,58.3,9730,513,5.7,733,4,0.51,2.68,69.7,87.74,18.8,81.7,1,229,-0.75470958,-0.656059029,May,5/1/2019,6:00,N,Wednesday,05:00 - 07:59,SW
5/1/2019 7:00,9523,311.21,30.6,8690,833,10.4,573,4,0.58,2.68,65.6,96.3,18,81.7,0.9,244,-0.898794046,-0.438371147,May,5/1/2019,7:00,N,Wednesday,05:00 - 07:59,SW
5/1/2019 8:00,7886,358.45,22,7227,659,10.1,572,2,0.66,2.68,71.75,98.44,18.8,81.5,1.1,197,-0.292371705,-0.956304756,May,5/1/2019,8:00,N,Wednesday,08:00 - 10:59,S
5/1/2019 9:00,8735,279.07,31.3,7870,865,11.6,570,2,0.77,9.38,71.75,100.58,18.4,81.7,0.8,193,-0.224951054,-0.974370065,May,5/1/2019,9:00,N,Wednesday,08:00 - 10:59,S
5/1/2019 10:00,8178,131.06,62.4,7490,688,9.4,585,1,0.75,5.36,67.65,98.44,19,82,0.6,137,0.68199836,-0.731353702,May,5/1/2019,10:00,N,Wednesday,08:00 - 10:59,SE
5/1/2019 11:00,7980,130.39,61.2,7238,742,10.3,632,1,0.68,0,59.45,66.34,21.4,81.9,1.3,119,0.874619707,-0.48480962,May,5/1/2019,11:00,N,Wednesday,11:00 - 13:59,SE
5/1/2019 12:00,7205,114.37,63,6464,741,11.4,624,1,0.67,1.34,59.45,72.76,21.4,81.9,1.6,224,-0.69465837,-0.7193398,May,5/1/2019,12:00,N,Wednesday,11:00 - 13:59,SW
5/1/2019 13:00,7749,129.58,59.8,6880,869,12.4,628,1,0.66,4.02,69.7,55.64,21.4,82,2.6,216,-0.587785252,-0.809016994,May,5/1/2019,13:00,N,Wednesday,11:00 - 13:59,SW
5/1/2019 14:00,8343,165.54,50.4,7607,736,10,642,1,0.66,5.36,61.5,66.34,21.4,82,2.4,237,-0.838670568,-0.544639035,May,5/1/2019,14:00,N,Wednesday,14:00- 16:59,SW
5/1/2019 15:00,8338,268.1,31.1,7473,865,12,642,1,0.65,2.68,63.55,85.6,21.5,81.9,2.7,235,-0.819152044,-0.573576436,May,5/1/2019,15:00,N,Wednesday,14:00- 16:59,SW
5/1/2019 16:00,8309,163.56,50.8,7849,460,6.3,652,1,0.66,2.68,59.45,70.62,21.5,81.9,2.3,215,-0.573576436,-0.819152044,May,5/1/2019,16:00,N,Wednesday,14:00- 16:59,SW
5/1/2019 17:00,8734,153.5,56.9,8232,502,6.5,652,1,0.66,4.02,67.65,74.9,21.5,81.9,2.3,225,-0.707106781,-0.707106781,May,5/1/2019,17:00,N,Wednesday,17:00 - 19:59,SW
5/1/2019 18:00,7774,117.08,66.4,7193,581,8.2,674,1,0.66,2.68,63.55,83.46,21.6,81.9,2.1,233,-0.79863551,-0.601815023,May,5/1/2019,18:00,N,Wednesday,17:00 - 19:59,SW
5/1/2019 19:00,5969,84.43,70.7,5470,499,9,677,1,0.66,2.68,63.55,81.32,21.7,81.7,1.5,256,-0.970295726,-0.241921896,May,5/1/2019,19:00,N,Wednesday,17:00 - 19:59,W
5/2/2019 5:00,7542,100.96,74.7,7007,535,8.2,612,6,0.9,8.7,75.8,115.6,37.4,74.8,0.4,291,-0.933580426,0.35836795,May,5/2/2019,5:00,N,Thursday,05:00 - 07:59,W
5/2/2019 6:00,9970,174.3,57.2,9365,605,7,572,7,0.8,6,75.8,107,24.7,85.3,1.1,157,0.390731128,-0.920504853,May,5/2/2019,6:00,N,Thursday,05:00 - 07:59,SE
5/2/2019 7:00,9284,323.48,28.7,8555,729,9.4,568,8,0.5,11.4,61.5,96.3,18.9,94.1,1,143,0.601815023,-0.79863551,May,5/2/2019,7:00,N,Thursday,05:00 - 07:59,SE
5/2/2019 8:00,8881,338.97,26.2,8096,785,10.5,567,11,0.5,12.7,55.4,102.7,16.6,97.9,1,93,0.998629535,-0.052335956,May,5/2/2019,8:00,N,Thursday,08:00 - 10:59,E
5/2/2019 9:00,8747,293.52,29.8,7841,906,12.2,562,11,0.6,7.4,61.5,124.1,18.1,96.8,1.7,164,0.275637356,-0.961261696,May,5/2/2019,9:00,N,Thursday,08:00 - 10:59,S
5/2/2019 10:00,8287,289.76,28.6,7342,945,13.3,559,10,0.7,10,61.5,89.9,19.4,94.1,2,164,0.275637356,-0.961261696,May,5/2/2019,10:00,N,Thursday,08:00 - 10:59,S
5/2/2019 16:00,7518,364.95,20.6,7328,190,3,545,12,0.5,10,69.7,94.2,22.2,89.1,2.8,211,-0.515038075,-0.857167301,May,5/2/2019,16:00,N,Thursday,14:00- 16:59,SW
5/2/2019 19:00,6359,92.03,69.1,5863,496,8.5,566,10,1,12.7,10.2,40.7,25,86.5,0.9,226,-0.7193398,-0.69465837,May,5/2/2019,19:00,N,Thursday,17:00 - 19:59,SW
5/3/2019 5:00,6779,92.99,72.9,6227,552,9.4,603,16,0.4,7.4,86.1,98.4,58.8,66.2,0.6,94,0.99756405,-0.069756474,May,5/3/2019,5:00,N,Friday,05:00 - 07:59,E
5/3/2019 6:00,9043,156.72,57.7,8498,545,6.9,604,11,0.3,12.7,82,94.2,58.5,66.4,0.5,35,0.573576436,0.819152044,May,5/3/2019,6:00,N,Friday,05:00 - 07:59,NE
5/3/2019 7:00,9660,301.88,32,8706,954,11.8,626,10,0.6,8.7,92.2,100.6,57.2,66.6,0.9,157,0.390731128,-0.920504853,May,5/3/2019,7:00,N,Friday,05:00 - 07:59,SE
5/3/2019 8:00,9245,315.53,29.3,8381,864,11,654,8,0.6,7.4,84,113.4,51.4,68.9,0.9,145,0.573576436,-0.819152044,May,5/3/2019,8:00,N,Friday,08:00 - 10:59,SE
5/3/2019 9:00,8995,276.77,32.5,8097,898,11.8,690,6,0.7,7.4,84,122,43.9,72.1,1.6,160,0.342020143,-0.939692621,May,5/3/2019,9:00,N,Friday,08:00 - 10:59,S
5/3/2019 10:00,8359,316.63,26.4,7476,883,12.6,776,6,0.9,8.7,75.8,113.4,33.5,77.7,1.8,191,-0.190808995,-0.981627183,May,5/3/2019,10:00,N,Friday,08:00 - 10:59,S
5/3/2019 11:00,8229,271.58,30.3,7372,857,12.2,546,6,0.5,12.7,57.4,102.7,16.5,97.7,2.1,192,-0.207911691,-0.978147601,May,5/3/2019,11:00,N,Friday,11:00 - 13:59,S
5/3/2019 15:00,8032,353.83,22.7,7717,315,4.7,558,10,0.6,16.8,41,117.7,14.7,100.6,2.2,219,-0.629320391,-0.777145961,May,5/3/2019,15:00,N,Friday,14:00- 16:59,SW
5/3/2019 16:00,7860,346.26,22.7,7596,264,4,548,10,0.7,14.1,45.1,100.6,14.7,102.4,2.9,208,-0.469471563,-0.882947593,May,5/3/2019,16:00,N,Friday,14:00- 16:59,SW
5/3/2019 17:00,8029,366.62,21.9,7733,296,4.4,571,13,0.7,11.4,47.1,119.8,16.4,99.3,1.9,232,-0.788010754,-0.615661475,May,5/3/2019,17:00,N,Friday,17:00 - 19:59,SW
5/3/2019 18:00,7946,287.9,27.6,7602,344,5.1,546,9,0.5,11.4,51.2,77,16.2,96.1,1.7,224,-0.69465837,-0.7193398,May,5/3/2019,18:00,N,Friday,17:00 - 19:59,SW
5/6/2019 5:00,7098,97.63,72.7,6618,480,7.7,575,2,0.5,15.4,57.4,72.8,36.9,71.8,0.2,169,0.190808995,-0.981627183,May,5/6/2019,5:00,N,Monday,05:00 - 07:59,S
5/6/2019 6:00,9973,154.62,64.5,9486,487,5.6,540,3,0.4,12.7,80,89.9,61.9,64,0.6,212,-0.529919264,-0.848048096,May,5/6/2019,6:00,N,Monday,05:00 - 07:59,SW
5/6/2019 7:00,8957,317.62,28.2,8316,641,8.6,670,2,0.4,7.4,88.1,104.9,82.8,56.5,1.2,227,-0.731353702,-0.68199836,May,5/6/2019,7:00,Y,Monday,05:00 - 07:59,SW
5/6/2019 8:00,8730,335.77,26,7859,871,11.9,952,1,0.3,11.4,88.1,77,68.4,52.7,1.1,216,-0.587785252,-0.809016994,May,5/6/2019,8:00,N,Monday,08:00 - 10:59,SW
5/6/2019 9:00,8130,350.43,23.2,7399,731,10.7,1107,1,0.1,6,77.9,79.2,68.1,53.2,1.6,197,-0.292371705,-0.956304756,May,5/6/2019,9:00,N,Monday,08:00 - 10:59,S
5/6/2019 10:00,8106,315.41,25.7,7349,757,11,1025,2,0.1,10,73.8,83.5,67,54,1.4,210,-0.5,-0.866025404,May,5/6/2019,10:00,N,Monday,08:00 - 10:59,SW
5/6/2019 11:00,7722,154.13,50.1,6924,798,11.5,909,2,0.1,6,84,96.3,66.2,54.9,3.1,216,-0.587785252,-0.809016994,May,5/6/2019,11:00,N,Monday,11:00 - 13:59,SW
5/6/2019 12:00,7913,128.88,61.4,7019,894,12.3,1032,2,0.2,6,86.1,77,64.9,55.9,2.5,228,-0.743144825,-0.669130606,May,5/6/2019,12:00,N,Monday,11:00 - 13:59,SW
5/6/2019 13:00,8006,129.76,61.7,7122,884,12.2,857,1,0.2,8.7,80,89.9,63,57,1.8,208,-0.469471563,-0.882947593,May,5/6/2019,13:00,N,Monday,11:00 - 13:59,SW
5/6/2019 14:00,7842,127.31,61.6,7092,750,10.7,678,2,0.2,7.4,82,98.4,58.1,59.2,3.3,211,-0.515038075,-0.857167301,May,5/6/2019,14:00,N,Monday,14:00- 16:59,SW
5/6/2019 15:00,8570,158.12,54.2,8060,510,6.8,705,3,0.3,10,80,94.2,52.2,61.3,2,259,-0.981627183,-0.190808995,May,5/6/2019,15:00,N,Monday,14:00- 16:59,W
5/6/2019 16:00,7770,206.1,37.7,7341,429,6.4,632,3,0.3,7.4,80,87.7,43.3,64.8,1.8,268,-0.999390827,-0.034899497,May,5/6/2019,16:00,N,Monday,14:00- 16:59,W
5/6/2019 17:00,8822,137.2,64.3,8260,562,7.3,617,1,0.8,6,67.7,83.5,34,70.3,1.5,238,-0.848048096,-0.529919264,May,5/6/2019,17:00,N,Monday,17:00 - 19:59,SW
5/6/2019 18:00,7969,117.54,67.8,7358,611,8.6,555,2,0.7,10,53.3,70.6,18.9,81.7,1.5,228,-0.743144825,-0.669130606,May,5/6/2019,18:00,N,Monday,17:00 - 19:59,SW
5/6/2019 19:00,5434,76.64,70.9,4961,473,9.4,560,2,0.8,10,59.5,85.6,21.1,81,0.9,225,-0.707106781,-0.707106781,May,5/6/2019,19:00,N,Monday,17:00 - 19:59,SW
5/7/2019 5:00,7371,102.09,72.2,6864,507,7.8,516,1,0.5,11.4,71.8,94.2,60.9,68.9,1.2,80,0.984807753,0.173648178,May,5/7/2019,5:00,N,Tuesday,05:00 - 07:59,E
5/7/2019 6:00,9814,157.28,62.4,9287,527,6.1,494,2,0.3,8.7,92.2,115.6,80.7,61.9,0.7,113,0.920504853,-0.390731128,May,5/7/2019,6:00,Y,Tuesday,05:00 - 07:59,SE
5/7/2019 7:00,9364,308.03,30.4,8588,776,9.9,606,1,0.2,11.4,88.1,96.3,84.7,53.2,1.1,121,0.857167301,-0.515038075,May,5/7/2019,7:00,Y,Tuesday,05:00 - 07:59,SE
5/7/2019 8:00,8247,389.01,21.2,7703,544,7.9,868,1,0,6,77.9,85.6,73.1,50.5,1,139,0.656059029,-0.75470958,May,5/7/2019,8:00,N,Tuesday,08:00 - 10:59,SE
5/7/2019 9:00,8951,287.81,31.1,8221,730,9.6,732,1,0,16.8,80,77,70.7,50.5,1,100,0.984807753,-0.173648178,May,5/7/2019,9:00,N,Tuesday,08:00 - 10:59,E
5/7/2019 10:00,8531,215.43,39.6,7764,767,10.2,805,1,0,12.7,80,74.9,70.5,51.6,0.5,114,0.913545458,-0.406736643,May,5/7/2019,10:00,N,Tuesday,08:00 - 10:59,SE
5/7/2019 11:00,7887,131.23,60.1,7033,854,11.9,918,1,0.1,4.7,73.8,74.9,70,52.9,1.2,160,0.342020143,-0.939692621,May,5/7/2019,11:00,N,Tuesday,11:00 - 13:59,S
5/7/2019 12:00,7515,119.29,63,6657,858,12.3,711,1,0.1,7.4,77.9,68.5,70.2,54.3,1.9,192,-0.207911691,-0.978147601,May,5/7/2019,12:00,N,Tuesday,11:00 - 13:59,S
5/7/2019 13:00,7545,120.91,62.4,6799,746,10.8,845,1,0.1,8.7,73.8,79.2,72.4,55.2,1.6,199,-0.325568154,-0.945518576,May,5/7/2019,13:00,N,Tuesday,11:00 - 13:59,S
5/7/2019 14:00,7907,123.35,64.1,7222,685,9.6,641,2,0.3,10,80,79.2,70.7,56.8,1.5,226,-0.7193398,-0.69465837,May,5/7/2019,14:00,N,Tuesday,14:00- 16:59,SW
5/8/2019 5:00,7605,101,75.3,7008,597,8.9,582,2,0.6,6,77.9,87.7,50.8,66.6,0.9,89,0.999847695,0.017452406,May,5/8/2019,5:00,N,Wednesday,05:00 - 07:59,E
5/8/2019 6:00,10208,185.6,55,9608,600,6.7,605,3,0.6,8.7,82,98.4,58.8,63.5,1.3,92,0.999390827,-0.034899497,May,5/8/2019,6:00,N,Wednesday,05:00 - 07:59,E
5/8/2019 7:00,8646,350.04,24.7,8044,602,8.4,599,3,0.3,12.7,67.7,89.9,54.1,64.8,0.9,138,0.669130606,-0.743144825,May,5/8/2019,7:00,N,Wednesday,05:00 - 07:59,SE
5/8/2019 8:00,8433,374.8,22.5,7815,618,8.8,576,2,0.4,8.7,82,104.9,54.7,65.3,1,140,0.64278761,-0.766044443,May,5/8/2019,8:00,N,Wednesday,08:00 - 10:59,SE
5/8/2019 9:00,8761,311.78,28.1,7875,886,12,551,2,0.4,12.7,80,96.3,63.1,62.2,1.5,142,0.615661475,-0.788010754,May,5/8/2019,9:00,N,Wednesday,08:00 - 10:59,SE
5/8/2019 10:00,8612,239.22,36,7714,898,11.9,599,2,0.4,7.4,80,104.9,68.5,60.8,1.5,159,0.35836795,-0.933580426,May,5/8/2019,10:00,N,Wednesday,08:00 - 10:59,S
5/8/2019 11:00,8173,131.4,62.2,7342,831,11.1,602,2,0.2,6,82,98.4,65.7,60.8,1.7,210,-0.5,-0.866025404,May,5/8/2019,11:00,N,Wednesday,11:00 - 13:59,SW
5/8/2019 12:00,7779,123.09,63.2,6973,806,11.2,653,2,0.1,8.7,71.8,87.7,60.3,62.1,1.2,220,-0.64278761,-0.766044443,May,5/8/2019,12:00,N,Wednesday,11:00 - 13:59,SW
